Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Category,Product,Quantity,Price,Payment_Mode,Order_Status,City,Total_Amount
500233,52:20.2,20073,Customer_20073,Female,60,Fashion,T-Shirt,2,4306,UPI,Delivered,Bangalore,8612
500234,01:05.8,22207,Customer_22207,Female,37,Sports,Lipstick,1,52937,Cash on Delivery,Delivered,Bangalore,52937
500235,09:51.4,22855,Customer_22855,Male,20,Sports,Mixer,1,58999,Cash on Delivery,Delivered,Pune,58999
500236,18:37.0,26528,Customer_26528,Female,20,Sports,Lipstick,2,10369,Net Banking,Returned,Pune,20738
500237,27:22.6,21674,Customer_21674,Female,41,Beauty,Laptop,3,4215,Debit Card,Delivered,Noida,12645
500238,36:08.2,40518,Customer_40518,Female,50,Sports,Lipstick,2,3522,Debit Card,Delivered,Delhi,7044
500239,44:53.8,30986,Customer_30986,Female,32,Fashion,Shoes,4,59425,Cash on Delivery,Delivered,Gurgaon,237700
500240,53:39.4,45771,Customer_45771,Male,31,Fashion,Watch,3,35494,Cash on Delivery,Delivered,Gurgaon,106482
500241,02:25.1,17126,Customer_17126,Female,50,Fashion,Lipstick,1,52337,Cash on Delivery,Delivered,Chennai,52337
500242,11:10.7,32255,Customer_32255,Male,59,Fashion,Shoes,1,37912,Debit Card,Delivered,Gurgaon,37912
500243,19:56.3,16046,Customer_16046,Male,64,Beauty,Mobile,3,26317,Cash on Delivery,Delivered,Noida,78951
500244,28:41.9,44349,Customer_44349,Male,37,Beauty,T-Shirt,4,413,UPI,Delivered,Chennai,1652
500245,37:27.5,21302,Customer_21302,Female,23,Fashion,Laptop,1,1851,Credit Card,Delivered,Bangalore,1851
500246,46:13.1,34727,Customer_34727,Male,29,Sports,Laptop,3,28598,Credit Card,Delivered,Pune,85794
500247,54:58.7,24812,Customer_24812,Female,27,Electronics,Headphones,3,62859,Debit Card,Delivered,Mumbai,188577
500248,03:44.3,28871,Customer_28871,Female,58,Sports,Laptop,4,30628,UPI,Delivered,Delhi,122512
500249,12:29.9,17501,Customer_17501,Female,30,Home & Kitchen,Mixer,1,15197,Cash on Delivery,Returned,Chennai,15197
500250,21:15.5,47241,Customer_47241,Male,24,Home & Kitchen,Mobile,4,43484,Net Banking,Delivered,Mumbai,173936
500251,30:01.1,34475,Customer_34475,Male,20,Fashion,Mixer,3,34116,Net Banking,Delivered,Pune,102348
500252,38:46.7,33496,Customer_33496,Male,25,Sports,Headphones,2,11680,Cash on Delivery,Delivered,Chennai,23360
500253,47:32.3,47592,Customer_47592,Female,29,Sports,T-Shirt,2,21100,UPI,Cancelled,Hyderabad,42200
500254,56:17.9,18616,Customer_18616,Female,56,Home & Kitchen,Mobile,2,7965,Cash on Delivery,Delivered,Mumbai,15930
500255,05:03.5,45884,Customer_45884,Female,23,Electronics,Shoes,2,47079,Credit Card,Returned,Gurgaon,94158
500256,13:49.1,48349,Customer_48349,Female,39,Electronics,Headphones,1,47116,Net Banking,Delivered,Mumbai,47116
500257,22:34.7,14979,Customer_14979,Female,46,Home & Kitchen,Mobile,1,12166,Credit Card,Delivered,Noida,12166
500258,31:20.3,18999,Customer_18999,Female,50,Sports,Laptop,3,28188,Net Banking,Returned,Noida,84564
500259,40:05.9,21518,Customer_21518,Female,33,Home & Kitchen,Watch,2,9657,Net Banking,Delivered,Hyderabad,19314
500260,48:51.5,20658,Customer_20658,Female,48,Electronics,Headphones,4,6535,Net Banking,Cancelled,Chennai,26140
500261,57:37.1,28604,Customer_28604,Male,26,Home & Kitchen,Watch,4,30730,Net Banking,Delivered,Hyderabad,122920
500262,06:22.7,40107,Customer_40107,Male,60,Fashion,Mobile,1,9058,Credit Card,Delivered,Mumbai,9058
500263,15:08.3,22985,Customer_22985,Female,37,Electronics,Watch,3,65902,UPI,Delivered,Gurgaon,197706
500264,23:54.0,17754,Customer_17754,Male,48,Beauty,Watch,1,42452,Cash on Delivery,Delivered,Noida,42452
500265,32:39.6,48197,Customer_48197,Female,31,Fashion,Mobile,4,18312,Cash on Delivery,Delivered,Chennai,73248
500266,41:25.2,10602,Customer_10602,Male,24,Home & Kitchen,Mobile,1,69721,UPI,Returned,Noida,69721
500267,50:10.8,47404,Customer_47404,Male,19,Sports,Laptop,4,5860,Credit Card,Returned,Bangalore,23440
500268,58:56.4,14065,Customer_14065,Female,24,Beauty,Shoes,3,58758,Credit Card,Delivered,Hyderabad,176274
500269,07:42.0,18735,Customer_18735,Male,35,Beauty,Lipstick,3,44684,Credit Card,Cancelled,Gurgaon,134052
500270,16:27.6,25208,Customer_25208,Female,61,Beauty,Mobile,3,14594,Debit Card,Returned,Bangalore,43782
500271,25:13.2,43857,Customer_43857,Male,64,Home & Kitchen,Headphones,2,47652,Cash on Delivery,Delivered,Pune,95304
500272,33:58.8,27559,Customer_27559,Male,29,Fashion,Laptop,3,43578,Net Banking,Delivered,Chennai,130734
500273,42:44.4,34647,Customer_34647,Male,19,Beauty,Watch,1,66401,UPI,Delivered,Hyderabad,66401
500274,51:30.0,35229,Customer_35229,Female,20,Fashion,Mixer,4,11192,UPI,Returned,Gurgaon,44768
500275,00:15.6,33848,Customer_33848,Male,21,Electronics,Mixer,2,53673,UPI,Delivered,Gurgaon,107346
500276,09:01.2,28663,Customer_28663,Male,29,Electronics,Shoes,1,24363,Credit Card,Returned,Delhi,24363
500277,17:46.8,11201,Customer_11201,Male,63,Electronics,T-Shirt,4,31278,UPI,Delivered,Mumbai,125112
500278,26:32.4,26702,Customer_26702,Male,63,Home & Kitchen,Watch,3,12945,UPI,Delivered,Bangalore,38835
500279,35:18.0,12503,Customer_12503,Male,61,Electronics,Watch,2,20348,UPI,Delivered,Chennai,40696
500280,44:03.6,29214,Customer_29214,Female,54,Sports,Mixer,4,58217,Net Banking,Delivered,Noida,232868
500281,52:49.2,36051,Customer_36051,Male,61,Fashion,Watch,2,45671,Cash on Delivery,Delivered,Mumbai,91342
500282,01:34.8,37101,Customer_37101,Male,56,Beauty,Headphones,4,61875,Net Banking,Delivered,Hyderabad,247500
500283,10:20.4,21755,Customer_21755,Male,64,Beauty,Lipstick,2,41708,Debit Card,Delivered,Delhi,83416
500284,19:06.0,17520,Customer_17520,Female,19,Electronics,Mixer,2,22215,Credit Card,Delivered,Mumbai,44430
500285,27:51.6,45722,Customer_45722,Male,51,Sports,T-Shirt,3,11084,Cash on Delivery,Delivered,Gurgaon,33252
500286,36:37.2,33210,Customer_33210,Male,36,Beauty,Mixer,2,21179,UPI,Delivered,Pune,42358
500287,45:22.9,36042,Customer_36042,Male,46,Home & Kitchen,Headphones,1,2521,UPI,Delivered,Chennai,2521
500288,54:08.5,39529,Customer_39529,Female,56,Electronics,T-Shirt,4,60901,Cash on Delivery,Delivered,Mumbai,243604
500289,02:54.1,29191,Customer_29191,Female,25,Electronics,Mobile,2,22786,UPI,Cancelled,Noida,45572
500290,11:39.7,38382,Customer_38382,Female,37,Electronics,Mobile,4,35010,Debit Card,Delivered,Mumbai,140040
500291,20:25.3,24029,Customer_24029,Male,56,Home & Kitchen,T-Shirt,4,5676,Cash on Delivery,Delivered,Delhi,22704
500292,29:10.9,14947,Customer_14947,Male,46,Beauty,Mixer,2,40198,Cash on Delivery,Delivered,Mumbai,80396
500293,37:56.5,26490,Customer_26490,Male,27,Sports,Mobile,2,24888,Credit Card,Delivered,Chennai,49776
500294,46:42.1,39841,Customer_39841,Female,30,Fashion,Laptop,1,57179,Credit Card,Delivered,Hyderabad,57179
500295,55:27.7,15279,Customer_15279,Male,52,Beauty,Lipstick,1,67399,UPI,Delivered,Gurgaon,67399
500296,04:13.3,41860,Customer_41860,Female,49,Sports,Laptop,3,11124,Net Banking,Delivered,Noida,33372
500297,12:58.9,32741,Customer_32741,Male,55,Sports,T-Shirt,4,2890,Debit Card,Delivered,Pune,11560
500298,21:44.5,47202,Customer_47202,Female,44,Beauty,Mixer,2,67854,Credit Card,Delivered,Delhi,135708
500299,30:30.1,23059,Customer_23059,Female,19,Electronics,Shoes,4,56719,UPI,Delivered,Pune,226876
500300,39:15.7,25663,Customer_25663,Female,37,Fashion,Shoes,4,38313,UPI,Delivered,Noida,153252
500301,48:01.3,31329,Customer_31329,Female,44,Fashion,Mobile,4,11854,Net Banking,Delivered,Bangalore,47416
500302,56:46.9,29228,Customer_29228,Female,21,Electronics,Watch,2,63654,Debit Card,Delivered,Noida,127308
500303,05:32.5,49241,Customer_49241,Female,63,Sports,Shoes,2,54206,Credit Card,Delivered,Noida,108412
500304,14:18.1,49453,Customer_49453,Female,20,Fashion,Mixer,2,55541,Cash on Delivery,Cancelled,Pune,111082
500305,23:03.7,23955,Customer_23955,Female,35,Beauty,Laptop,1,1246,Cash on Delivery,Delivered,Bangalore,1246
500306,31:49.3,44532,Customer_44532,Male,43,Sports,Mobile,3,11717,UPI,Delivered,Chennai,35151
500307,40:34.9,49310,Customer_49310,Female,31,Electronics,T-Shirt,2,1507,UPI,Delivered,Chennai,3014
500308,49:20.5,37941,Customer_37941,Male,50,Fashion,Mobile,3,18555,Net Banking,Delivered,Pune,55665
500309,58:06.1,16885,Customer_16885,Male,31,Fashion,Mobile,1,14660,UPI,Delivered,Pune,14660
500310,06:51.8,39865,Customer_39865,Female,19,Beauty,Laptop,4,24296,Debit Card,Delivered,Noida,97184
500311,15:37.4,15139,Customer_15139,Female,60,Electronics,Lipstick,4,30882,Cash on Delivery,Delivered,Chennai,123528
500312,24:23.0,14322,Customer_14322,Male,55,Sports,Shoes,3,58837,Credit Card,Delivered,Chennai,176511
500313,33:08.6,17079,Customer_17079,Female,19,Electronics,Shoes,2,9569,Cash on Delivery,Returned,Noida,19138
500314,41:54.2,12548,Customer_12548,Female,21,Fashion,Headphones,4,7849,UPI,Delivered,Noida,31396
500315,50:39.8,44351,Customer_44351,Male,29,Beauty,Laptop,1,40638,Net Banking,Delivered,Mumbai,40638
500316,59:25.4,24554,Customer_24554,Female,26,Beauty,Shoes,1,48521,Net Banking,Delivered,Bangalore,48521
500317,08:11.0,12560,Customer_12560,Female,18,Fashion,Mobile,2,23584,Net Banking,Delivered,Noida,47168
500318,16:56.6,41078,Customer_41078,Female,63,Sports,T-Shirt,3,10260,Cash on Delivery,Delivered,Delhi,30780
500319,25:42.2,41843,Customer_41843,Female,47,Fashion,Laptop,3,32219,Debit Card,Delivered,Mumbai,96657
500320,34:27.8,35292,Customer_35292,Male,62,Home & Kitchen,Laptop,3,55101,Debit Card,Delivered,Bangalore,165303
500321,43:13.4,33995,Customer_33995,Female,62,Fashion,Watch,3,53800,Cash on Delivery,Delivered,Gurgaon,161400
500322,51:59.0,36283,Customer_36283,Female,24,Home & Kitchen,Lipstick,1,29333,Credit Card,Delivered,Delhi,29333
500323,00:44.6,14891,Customer_14891,Female,43,Fashion,Laptop,3,50003,UPI,Returned,Pune,150009
500324,09:30.2,38905,Customer_38905,Female,46,Electronics,Lipstick,1,60616,UPI,Delivered,Pune,60616
500325,18:15.8,17062,Customer_17062,Male,18,Fashion,Mobile,2,29856,UPI,Delivered,Pune,59712
500326,27:01.4,16109,Customer_16109,Male,50,Fashion,T-Shirt,4,40437,Net Banking,Delivered,Hyderabad,161748
500327,35:47.0,46390,Customer_46390,Male,44,Sports,Shoes,2,55622,Credit Card,Delivered,Delhi,111244
500328,44:32.6,33530,Customer_33530,Male,28,Sports,Mixer,4,11503,UPI,Delivered,Gurgaon,46012
500329,53:18.2,41209,Customer_41209,Male,34,Sports,Headphones,1,29946,Net Banking,Delivered,Hyderabad,29946
500330,02:03.8,31739,Customer_31739,Male,45,Sports,Laptop,3,31099,UPI,Cancelled,Pune,93297
500331,10:49.4,28188,Customer_28188,Female,26,Sports,Shoes,2,30663,Debit Card,Delivered,Bangalore,61326
500332,19:35.1,32423,Customer_32423,Female,19,Electronics,Mixer,1,4301,Net Banking,Delivered,Delhi,4301
500333,28:20.7,45335,Customer_45335,Female,22,Fashion,Watch,2,31240,Cash on Delivery,Delivered,Bangalore,62480
500334,37:06.3,20337,Customer_20337,Female,33,Fashion,Mobile,2,15081,UPI,Delivered,Chennai,30162
500335,45:51.9,13727,Customer_13727,Female,30,Fashion,Mobile,2,43706,UPI,Returned,Mumbai,87412
500336,54:37.5,28533,Customer_28533,Male,64,Electronics,Laptop,1,25125,Cash on Delivery,Delivered,Gurgaon,25125
500337,03:23.1,47208,Customer_47208,Male,35,Sports,Watch,1,13400,Cash on Delivery,Delivered,Noida,13400
500338,12:08.7,22196,Customer_22196,Male,26,Beauty,Lipstick,4,63190,UPI,Delivered,Gurgaon,252760
500339,20:54.3,21968,Customer_21968,Male,18,Home & Kitchen,Watch,2,40782,Cash on Delivery,Delivered,Hyderabad,81564
500340,29:39.9,10380,Customer_10380,Male,36,Home & Kitchen,Shoes,4,29554,Debit Card,Delivered,Hyderabad,118216
500341,38:25.5,12593,Customer_12593,Male,45,Home & Kitchen,Watch,4,12076,Debit Card,Delivered,Bangalore,48304
500342,47:11.1,34175,Customer_34175,Female,61,Sports,Watch,4,40979,Debit Card,Delivered,Noida,163916
500343,55:56.7,16834,Customer_16834,Male,37,Home & Kitchen,Laptop,3,16905,Debit Card,Delivered,Chennai,50715
500344,04:42.3,21239,Customer_21239,Male,54,Beauty,Mixer,3,64258,Cash on Delivery,Delivered,Bangalore,192774
500345,13:27.9,48779,Customer_48779,Male,18,Beauty,Mixer,4,39493,Net Banking,Delivered,Hyderabad,157972
500346,22:13.5,49041,Customer_49041,Male,59,Electronics,Lipstick,4,10001,Credit Card,Delivered,Mumbai,40004
500347,30:59.1,30119,Customer_30119,Female,20,Electronics,Mixer,3,39905,Cash on Delivery,Delivered,Noida,119715
500348,39:44.7,31602,Customer_31602,Female,29,Beauty,Headphones,3,34806,Debit Card,Delivered,Mumbai,104418
500349,48:30.3,38103,Customer_38103,Male,30,Electronics,Mixer,3,44312,Credit Card,Delivered,Gurgaon,132936
500350,57:15.9,49827,Customer_49827,Male,44,Fashion,Mixer,2,20770,Net Banking,Delivered,Hyderabad,41540
500351,06:01.5,29228,Customer_29228,Male,44,Sports,Mobile,4,58142,Credit Card,Delivered,Hyderabad,232568
500352,14:47.1,25005,Customer_25005,Female,44,Fashion,Watch,4,58881,Debit Card,Delivered,Delhi,235524
500353,23:32.7,38134,Customer_38134,Male,64,Fashion,Headphones,1,9164,Debit Card,Delivered,Mumbai,9164
500354,32:18.3,36215,Customer_36215,Female,60,Home & Kitchen,T-Shirt,2,30596,UPI,Delivered,Chennai,61192
500355,41:04.0,14831,Customer_14831,Male,45,Beauty,Mixer,2,57714,Credit Card,Delivered,Gurgaon,115428
500356,49:49.6,10819,Customer_10819,Female,40,Home & Kitchen,Watch,1,44575,Cash on Delivery,Returned,Gurgaon,44575
500357,58:35.2,26904,Customer_26904,Male,53,Electronics,Watch,3,16568,UPI,Delivered,Delhi,49704
500358,07:20.8,40166,Customer_40166,Male,29,Sports,Mobile,2,55724,Credit Card,Delivered,Hyderabad,111448
500359,16:06.4,20984,Customer_20984,Male,51,Electronics,Mobile,2,18242,Net Banking,Delivered,Mumbai,36484
500360,24:52.0,44462,Customer_44462,Female,46,Electronics,Laptop,3,15392,UPI,Delivered,Pune,46176
500361,33:37.6,48334,Customer_48334,Male,45,Sports,Laptop,3,22072,UPI,Delivered,Delhi,66216
500362,42:23.2,34572,Customer_34572,Male,45,Sports,Mixer,4,18554,Cash on Delivery,Delivered,Pune,74216
500363,51:08.8,35595,Customer_35595,Female,18,Home & Kitchen,Watch,4,43095,Debit Card,Delivered,Chennai,172380
500364,59:54.4,21807,Customer_21807,Female,39,Electronics,Lipstick,4,36909,UPI,Delivered,Bangalore,147636
500365,08:40.0,43713,Customer_43713,Female,35,Sports,Mixer,3,68676,Cash on Delivery,Delivered,Hyderabad,206028
500366,17:25.6,41903,Customer_41903,Male,52,Beauty,Mixer,1,67234,Debit Card,Delivered,Mumbai,67234
500367,26:11.2,23720,Customer_23720,Male,60,Electronics,Mobile,1,13176,Credit Card,Returned,Noida,13176
500368,34:56.8,43501,Customer_43501,Female,34,Electronics,Mobile,1,33168,UPI,Delivered,Bangalore,33168
500369,43:42.4,35281,Customer_35281,Male,20,Beauty,Watch,3,47133,Cash on Delivery,Delivered,Delhi,141399
500370,52:28.0,12792,Customer_12792,Female,32,Fashion,Watch,4,66054,Cash on Delivery,Delivered,Delhi,264216
500371,01:13.6,37789,Customer_37789,Male,52,Sports,Lipstick,1,58802,Cash on Delivery,Delivered,Noida,58802
500372,09:59.2,47522,Customer_47522,Female,59,Fashion,Shoes,4,58770,Cash on Delivery,Delivered,Pune,235080
500373,18:44.8,39435,Customer_39435,Male,40,Beauty,Mixer,3,54486,Debit Card,Delivered,Pune,163458
500374,27:30.4,22811,Customer_22811,Female,38,Fashion,Shoes,3,11304,Debit Card,Delivered,Chennai,33912
500375,36:16.0,49965,Customer_49965,Male,31,Home & Kitchen,Mixer,2,40805,Credit Card,Delivered,Noida,81610
500376,45:01.6,24314,Customer_24314,Male,34,Electronics,Mobile,1,66088,Credit Card,Delivered,Noida,66088
500377,53:47.2,39644,Customer_39644,Female,32,Fashion,Mobile,2,35100,Debit Card,Cancelled,Delhi,70200
500378,02:32.9,26210,Customer_26210,Male,31,Beauty,T-Shirt,1,26641,Cash on Delivery,Delivered,Delhi,26641
500379,11:18.5,10043,Customer_10043,Female,57,Home & Kitchen,Headphones,4,51137,Credit Card,Delivered,Pune,204548
500380,20:04.1,36199,Customer_36199,Female,47,Beauty,Headphones,4,41003,Debit Card,Delivered,Chennai,164012
500381,28:49.7,43081,Customer_43081,Male,37,Fashion,Laptop,2,26634,UPI,Delivered,Noida,53268
500382,37:35.3,49503,Customer_49503,Female,25,Sports,T-Shirt,2,17381,Credit Card,Delivered,Pune,34762
500383,46:20.9,34408,Customer_34408,Male,49,Beauty,Watch,4,5543,Cash on Delivery,Delivered,Mumbai,22172
500384,55:06.5,18187,Customer_18187,Female,23,Electronics,Lipstick,3,22373,Credit Card,Delivered,Chennai,67119
500385,03:52.1,10374,Customer_10374,Male,21,Fashion,Mobile,3,59134,Credit Card,Delivered,Noida,177402
500386,12:37.7,43490,Customer_43490,Female,53,Home & Kitchen,Mobile,2,23286,Net Banking,Returned,Delhi,46572
500387,21:23.3,17881,Customer_17881,Female,53,Electronics,Watch,1,25729,Cash on Delivery,Delivered,Noida,25729
500388,30:08.9,48705,Customer_48705,Male,45,Home & Kitchen,Shoes,3,11344,Cash on Delivery,Delivered,Gurgaon,34032
500389,38:54.5,16646,Customer_16646,Male,20,Electronics,Mixer,4,2873,Net Banking,Delivered,Bangalore,11492
500390,47:40.1,25124,Customer_25124,Female,49,Electronics,Watch,1,54720,Credit Card,Delivered,Pune,54720
500391,56:25.7,15517,Customer_15517,Female,39,Beauty,Watch,4,6049,Cash on Delivery,Delivered,Gurgaon,24196
500392,05:11.3,18346,Customer_18346,Female,53,Electronics,Laptop,4,61980,Credit Card,Returned,Pune,247920
500393,13:56.9,34910,Customer_34910,Male,58,Electronics,Mobile,2,61975,Debit Card,Delivered,Mumbai,123950
500394,22:42.5,21025,Customer_21025,Male,51,Sports,Shoes,4,49875,Credit Card,Delivered,Delhi,199500
500395,31:28.1,48149,Customer_48149,Female,43,Home & Kitchen,Mobile,3,8949,Credit Card,Delivered,Delhi,26847
500396,40:13.7,14057,Customer_14057,Female,30,Fashion,Mixer,1,27863,Cash on Delivery,Returned,Pune,27863
500397,48:59.3,19079,Customer_19079,Male,28,Electronics,Lipstick,4,6806,UPI,Delivered,Gurgaon,27224
500398,57:44.9,14764,Customer_14764,Female,29,Fashion,Headphones,1,3811,Net Banking,Delivered,Pune,3811
500399,06:30.5,12995,Customer_12995,Male,27,Sports,Shoes,4,39379,Debit Card,Cancelled,Bangalore,157516
500400,15:16.1,45653,Customer_45653,Male,51,Home & Kitchen,Headphones,2,12101,Debit Card,Delivered,Delhi,24202
500401,24:01.8,44491,Customer_44491,Male,47,Electronics,Mobile,2,66825,UPI,Delivered,Pune,133650
500402,32:47.4,23443,Customer_23443,Male,46,Beauty,Mobile,1,38463,Credit Card,Delivered,Chennai,38463
500403,41:33.0,11889,Customer_11889,Male,64,Home & Kitchen,Shoes,4,51364,Credit Card,Delivered,Mumbai,205456
500404,50:18.6,42062,Customer_42062,Male,42,Sports,Watch,4,67331,Net Banking,Delivered,Hyderabad,269324
500405,59:04.2,30987,Customer_30987,Male,24,Home & Kitchen,Shoes,4,59006,Cash on Delivery,Delivered,Noida,236024
500406,07:49.8,26203,Customer_26203,Male,29,Beauty,T-Shirt,3,21145,Net Banking,Delivered,Gurgaon,63435
500407,16:35.4,45731,Customer_45731,Female,25,Sports,Laptop,2,13660,Net Banking,Delivered,Mumbai,27320
500408,25:21.0,11183,Customer_11183,Male,55,Home & Kitchen,Headphones,1,22527,Credit Card,Delivered,Delhi,22527
500409,34:06.6,18337,Customer_18337,Male,63,Sports,Mobile,3,39422,UPI,Delivered,Noida,118266
500410,42:52.2,44656,Customer_44656,Male,62,Fashion,Watch,4,28080,Cash on Delivery,Delivered,Pune,112320
500411,51:37.8,23921,Customer_23921,Male,59,Home & Kitchen,Mixer,1,15985,Net Banking,Delivered,Noida,15985
500412,00:23.4,35533,Customer_35533,Male,29,Beauty,Watch,4,19381,Cash on Delivery,Delivered,Pune,77524
500413,09:09.0,25788,Customer_25788,Female,40,Beauty,Mixer,4,53850,Net Banking,Delivered,Mumbai,215400
500414,17:54.6,13821,Customer_13821,Male,29,Beauty,Laptop,2,58162,Debit Card,Delivered,Gurgaon,116324
500415,26:40.2,20528,Customer_20528,Female,25,Electronics,Mixer,4,65814,UPI,Delivered,Gurgaon,263256
500416,35:25.8,39284,Customer_39284,Female,35,Home & Kitchen,Mixer,2,12281,Debit Card,Delivered,Noida,24562
500417,44:11.4,37417,Customer_37417,Male,60,Home & Kitchen,Lipstick,4,40335,Credit Card,Cancelled,Noida,161340
500418,52:57.0,25894,Customer_25894,Male,28,Home & Kitchen,Watch,4,69523,Credit Card,Delivered,Delhi,278092
500419,01:42.6,25906,Customer_25906,Female,43,Home & Kitchen,Lipstick,3,34160,Cash on Delivery,Delivered,Mumbai,102480
500420,10:28.2,36629,Customer_36629,Male,45,Beauty,Mobile,2,64218,UPI,Delivered,Noida,128436
500421,19:13.8,12600,Customer_12600,Male,41,Beauty,Headphones,4,59711,Net Banking,Delivered,Chennai,238844
500422,27:59.4,41812,Customer_41812,Male,36,Sports,Shoes,1,13208,Credit Card,Delivered,Mumbai,13208
500423,36:45.0,36787,Customer_36787,Female,49,Electronics,Headphones,3,35117,Credit Card,Delivered,Bangalore,105351
500424,45:30.7,30523,Customer_30523,Male,22,Fashion,Mixer,1,3870,Credit Card,Delivered,Gurgaon,3870
500425,54:16.3,30303,Customer_30303,Female,53,Home & Kitchen,Lipstick,4,31155,UPI,Returned,Mumbai,124620
500426,03:01.9,26231,Customer_26231,Male,59,Home & Kitchen,Watch,3,18456,Net Banking,Delivered,Noida,55368
500427,11:47.5,13111,Customer_13111,Female,28,Fashion,Mixer,1,11107,Debit Card,Delivered,Hyderabad,11107
500428,20:33.1,38337,Customer_38337,Male,32,Electronics,Headphones,1,61914,Net Banking,Delivered,Bangalore,61914
500429,29:18.7,32226,Customer_32226,Male,34,Beauty,T-Shirt,1,29442,Cash on Delivery,Delivered,Bangalore,29442
500430,38:04.3,46614,Customer_46614,Female,19,Sports,Watch,1,53518,Cash on Delivery,Delivered,Pune,53518
500431,46:49.9,48395,Customer_48395,Female,37,Sports,Mobile,3,59744,Credit Card,Delivered,Delhi,179232
500432,55:35.5,29687,Customer_29687,Male,21,Home & Kitchen,Lipstick,4,69243,Debit Card,Delivered,Chennai,276972
500433,04:21.1,16646,Customer_16646,Female,25,Sports,Laptop,3,67702,Debit Card,Returned,Delhi,203106
500434,13:06.7,33945,Customer_33945,Female,27,Fashion,Shoes,2,4309,Debit Card,Delivered,Gurgaon,8618
500435,21:52.3,34873,Customer_34873,Female,37,Fashion,Lipstick,1,68278,UPI,Delivered,Noida,68278
500436,30:37.9,47062,Customer_47062,Female,56,Beauty,Mobile,4,27823,Credit Card,Returned,Gurgaon,111292
500437,39:23.5,48920,Customer_48920,Male,33,Fashion,Lipstick,3,38142,UPI,Delivered,Delhi,114426
500438,48:09.1,27871,Customer_27871,Female,26,Home & Kitchen,Shoes,2,29096,UPI,Cancelled,Chennai,58192
500439,56:54.7,29238,Customer_29238,Male,47,Beauty,Watch,3,40548,UPI,Delivered,Bangalore,121644
500440,05:40.3,35450,Customer_35450,Female,35,Electronics,Headphones,4,21566,Credit Card,Delivered,Mumbai,86264
500441,14:25.9,17714,Customer_17714,Male,23,Electronics,T-Shirt,3,60519,Debit Card,Delivered,Hyderabad,181557
500442,23:11.5,37164,Customer_37164,Male,59,Beauty,Mixer,3,49911,Cash on Delivery,Delivered,Pune,149733
500443,31:57.1,39364,Customer_39364,Male,37,Beauty,Lipstick,4,32984,Debit Card,Delivered,Mumbai,131936
500444,40:42.7,25438,Customer_25438,Female,22,Home & Kitchen,Watch,2,58033,Debit Card,Delivered,Delhi,116066
500445,49:28.3,10175,Customer_10175,Male,56,Fashion,Shoes,3,15154,Debit Card,Delivered,Noida,45462
500446,58:13.9,27418,Customer_27418,Male,47,Electronics,Mobile,3,17746,UPI,Delivered,Bangalore,53238
500447,06:59.6,39508,Customer_39508,Female,31,Fashion,T-Shirt,3,10196,UPI,Delivered,Gurgaon,30588
500448,15:45.2,46612,Customer_46612,Female,31,Electronics,Laptop,4,42703,UPI,Delivered,Hyderabad,170812
500449,24:30.8,47828,Customer_47828,Male,29,Home & Kitchen,Mobile,2,59775,Net Banking,Delivered,Mumbai,119550
500450,33:16.4,14919,Customer_14919,Male,55,Sports,Laptop,3,54080,Cash on Delivery,Delivered,Mumbai,162240
500451,42:02.0,11984,Customer_11984,Male,50,Fashion,Headphones,4,17440,Net Banking,Delivered,Hyderabad,69760
500452,50:47.6,19444,Customer_19444,Female,28,Beauty,Headphones,1,9626,Debit Card,Returned,Mumbai,9626
500453,59:33.2,19809,Customer_19809,Male,39,Sports,Lipstick,1,18377,Credit Card,Delivered,Pune,18377
500454,08:18.8,13357,Customer_13357,Male,33,Electronics,Headphones,3,60044,Debit Card,Delivered,Pune,180132
500455,17:04.4,44241,Customer_44241,Female,34,Beauty,T-Shirt,2,35120,Cash on Delivery,Delivered,Pune,70240
500456,25:50.0,48310,Customer_48310,Female,26,Fashion,Shoes,4,38148,UPI,Delivered,Bangalore,152592
500457,34:35.6,43171,Customer_43171,Male,25,Electronics,Shoes,1,59905,Net Banking,Cancelled,Chennai,59905
500458,43:21.2,49247,Customer_49247,Male,52,Home & Kitchen,Mixer,1,40148,Debit Card,Cancelled,Gurgaon,40148
500459,52:06.8,15480,Customer_15480,Male,31,Electronics,Lipstick,3,50635,Debit Card,Delivered,Delhi,151905
500460,00:52.4,29421,Customer_29421,Female,20,Electronics,Headphones,1,37003,Net Banking,Delivered,Mumbai,37003
500461,09:38.0,31557,Customer_31557,Female,48,Beauty,T-Shirt,1,17475,Debit Card,Delivered,Pune,17475
500462,18:23.6,36415,Customer_36415,Male,36,Electronics,Laptop,4,59963,UPI,Delivered,Pune,239852
500463,27:09.2,34640,Customer_34640,Male,63,Sports,Lipstick,2,2186,UPI,Delivered,Pune,4372
500464,35:54.8,42380,Customer_42380,Female,63,Sports,Shoes,2,44799,Credit Card,Delivered,Pune,89598
500465,44:40.4,27043,Customer_27043,Male,30,Fashion,Mixer,2,43505,Credit Card,Delivered,Bangalore,87010
500466,53:26.0,48393,Customer_48393,Male,56,Electronics,T-Shirt,4,59933,Credit Card,Delivered,Chennai,239732
500467,02:11.6,15160,Customer_15160,Male,39,Sports,Mobile,1,9810,Credit Card,Returned,Mumbai,9810
